timesteps,ep_rew_mean,ep_len_mean
34908,1.0,12.2
34920,1.0,12.0
34932,1.0,12.0
34944,1.0,12.0
34956,1.0,12.0
34968,1.0,12.0
34980,1.0,12.0
34992,1.0,12.0
35004,1.0,12.0
35016,1.0,12.0
35028,1.0,12.0
35040,1.0,12.0
35052,1.0,12.0
35064,1.0,12.0
35076,1.0,12.0
35088,1.0,12.0
35100,1.0,12.0
35112,1.0,12.0
35124,1.0,12.0
35136,1.0,12.0
35148,1.0,12.0
35160,1.0,12.0
35173,1.0,12.1
35185,1.0,12.1
35197,1.0,12.1
35210,1.0,12.2
35222,1.0,12.2
35234,1.0,12.2
35247,1.0,12.3
35259,1.0,12.3
35271,1.0,12.3
35283,1.0,12.3
35296,1.0,12.3
35308,1.0,12.3
35321,1.0,12.4
35333,1.0,12.3
35345,1.0,12.3
35357,1.0,12.3
35369,1.0,12.2
35381,1.0,12.2
35393,1.0,12.2
35405,1.0,12.2
35417,1.0,12.1
35429,1.0,12.1
35441,1.0,12.0
35455,1.0,12.2
35467,1.0,12.2
35479,1.0,12.2
35491,1.0,12.2
35504,1.0,12.3
35516,1.0,12.3
35528,1.0,12.3
35540,1.0,12.3
