timesteps,ep_rew_mean,ep_len_mean
31322,2.25,14.0
31336,2.25,14.0
31351,2.25,14.2
31364,2.25,14.2
31377,2.25,14.0
31390,2.25,13.4
31403,2.25,13.4
31417,2.25,13.5
31444,2.25,14.9
31460,2.25,15.1
31481,2.25,15.9
31498,2.25,16.2
31510,2.25,15.9
31544,2.25,18.0
31559,2.25,18.2
31573,2.25,18.3
31585,2.25,18.2
31600,2.25,18.3
31619,2.25,17.5
31633,2.25,17.3
31647,2.25,16.6
31660,2.25,16.2
31672,2.25,16.2
31688,2.25,14.4
31703,2.25,14.4
31715,2.25,14.2
31727,2.25,14.2
31753,2.25,15.3
31766,2.25,14.7
31778,2.25,14.5
31791,2.25,14.4
31806,2.25,14.6
31820,2.25,14.8
31832,2.25,14.4
31846,2.25,14.3
31858,2.25,14.3
31872,2.25,14.5
31884,2.25,13.1
31896,2.25,13.0
31922,2.25,14.4
31938,2.25,14.7
31951,2.25,14.5
31963,2.25,14.3
31977,2.25,14.5
31991,2.25,14.5
32006,2.25,14.8
32049,2.25,17.7
32061,2.25,17.7
32073,2.25,17.7
32090,2.25,16.8
32106,2.25,16.8
32118,2.25,16.7
32135,2.25,17.2
32147,2.25,17.0
32163,2.25,17.2
32183,2.25,17.7
32207,2.25,15.8
32219,2.25,15.8
32232,2.25,15.9
32250,2.25,16.0
32266,2.25,16.0
32281,2.25,16.3
32293,2.25,15.8
32309,2.25,16.2
32323,2.25,16.0
32337,2.25,15.4
32349,2.25,14.2
32362,2.25,14.3
32376,2.25,14.4
32390,2.25,14.0
32402,2.25,13.6
32416,2.25,13.5
32429,2.25,13.6
32443,2.25,13.4
32455,2.25,13.2
32467,2.25,13.0
32480,2.25,13.1
32492,2.25,13.0
32504,2.25,12.8
32521,2.25,13.1
32568,2.25,16.6
32581,2.25,16.5
32595,2.25,16.6
32636,2.25,19.3
32649,2.25,19.4
32662,2.25,19.5
32675,2.25,19.5
32688,2.25,19.6
32700,2.25,19.6
32716,2.25,19.5
32731,2.25,16.3
32748,2.25,16.7
32783,2.25,18.8
32795,2.25,15.9
32807,2.25,15.8
32821,2.25,15.9
32833,2.25,15.8
32846,2.25,15.8
32858,2.25,15.8
32871,2.25,15.5
32884,2.25,15.3
32896,2.25,14.8
32909,2.25,12.6
32925,2.25,13.0
32940,2.25,13.3
32954,2.25,13.3
32969,2.25,13.6
32981,2.25,13.5
32995,2.25,13.7
33007,2.25,13.6
33019,2.25,13.5
33034,2.25,13.8
33047,2.25,13.8
33060,2.25,13.5
33072,2.25,13.2
33084,2.25,13.0
33098,2.25,12.9
33111,2.25,13.0
33123,2.25,12.8
33135,2.25,12.8
33147,2.25,12.8
33159,2.25,12.5
33174,2.25,12.7
33186,2.25,12.6
33198,2.25,12.6
33211,2.25,12.7
33223,2.25,12.5
33236,2.25,12.5
33249,2.25,12.6
33261,2.25,12.6
33273,2.25,12.6
33286,2.25,12.7
33301,2.25,12.7
33313,2.25,12.7
33325,2.25,12.7
33337,2.25,12.6
33350,2.25,12.7
33362,2.25,12.6
33382,2.25,13.3
33395,2.25,13.4
33407,2.25,13.4
33420,2.25,13.4
33434,2.25,13.3
33447,2.25,13.4
33459,2.25,13.4
33471,2.25,13.4
33486,2.25,13.6
33499,2.25,13.7
33511,2.25,12.9
33523,2.25,12.8
33537,2.25,13.0
33549,2.25,12.9
33562,2.25,12.8
33575,2.25,12.8
33587,2.25,12.8
33599,2.25,12.8
33613,2.25,12.7
33625,2.25,12.6
33639,2.25,12.8
33651,2.25,12.8
33663,2.25,12.6
33679,2.25,13.0
33691,2.25,12.9
33704,2.25,12.9
33717,2.25,13.0
33729,2.25,13.0
33742,2.25,12.9
33754,2.25,12.9
33767,2.25,12.8
33779,2.25,12.8
33791,2.25,12.8
33803,2.25,12.4
33816,2.25,12.5
33829,2.25,12.5
33842,2.25,12.5
33854,2.25,12.5
33882,2.25,14.0
33894,2.25,14.0
33907,2.25,14.0
33919,2.25,14.0
33932,2.25,14.1
33944,2.25,14.1
33957,2.25,14.1
33970,2.25,14.1
33983,2.25,14.1
33995,2.25,14.1
34010,2.25,12.8
34023,2.25,12.9
34062,2.25,15.5
34074,2.25,15.5
34086,2.25,15.4
34098,2.25,15.4
34110,2.25,15.3
34122,2.25,15.2
34136,2.25,15.3
34149,2.25,15.4
34163,2.25,15.3
34175,2.25,15.2
34188,2.25,12.6
34201,2.25,12.7
34214,2.25,12.8
34226,2.25,12.8
34242,2.25,13.2
34254,2.25,13.2
34266,2.25,13.0
34278,2.25,12.9
34290,2.25,12.7
34332,2.25,15.7
34344,2.25,15.6
34361,2.25,16.0
34373,2.25,15.9
34386,2.25,16.0
34399,2.25,15.7
34412,2.25,15.8
34428,2.25,16.2
34440,2.25,16.2
34453,2.25,16.3
34465,2.25,13.3
34482,2.25,13.8
34494,2.25,13.3
34506,2.25,13.3
34519,2.25,13.3
34531,2.25,13.2
34593,2.25,18.1
34606,2.25,17.8
34648,2.25,20.8
34660,2.25,20.7
34672,2.25,20.7
34684,2.25,20.2
34696,2.25,20.2
34710,2.25,20.4
34723,2.25,20.4
34735,2.25,20.4
34748,2.25,15.5
34763,2.25,15.7
34775,2.25,12.7
34787,2.25,12.7
34799,2.25,12.7
34811,2.25,12.7
34823,2.25,12.7
34835,2.25,12.5
34849,2.25,12.6
34861,2.25,12.6
34873,2.25,12.5
34885,2.25,12.2
34897,2.25,12.2
34909,2.25,12.2
34922,2.25,12.3
34936,2.25,12.5
34948,2.25,12.5
34960,2.25,12.5
34972,2.25,12.3
34984,2.25,12.3
34996,2.25,12.3
35008,2.25,12.3
35021,2.25,12.4
35033,2.25,12.4
35046,2.25,12.4
35058,2.25,12.2
35070,2.25,12.2
35082,2.25,12.2
35094,2.25,12.2
35106,2.25,12.2
35119,2.25,12.3
35131,2.25,12.3
35143,2.25,12.2
35155,2.25,12.2
35168,2.25,12.2
35180,2.25,12.2
35193,2.25,12.3
35205,2.25,12.3
35217,2.25,12.3
35229,2.25,12.3
35242,2.25,12.3
35256,2.25,12.5
35268,2.25,12.5
35280,2.25,12.5
35292,2.25,12.4
35304,2.25,12.4
35316,2.25,12.3
35329,2.25,12.4
35341,2.25,12.4
35353,2.25,12.4
35366,2.25,12.4
35378,2.25,12.2
35390,2.25,12.2
35403,2.25,12.3
35415,2.25,12.3
35427,2.25,12.3
35439,2.25,12.3
35453,2.25,12.4
35467,2.25,12.6
35480,2.25,12.7
35492,2.25,12.6
35505,2.25,12.7
35517,2.25,12.7
35529,2.25,12.6
35542,2.25,12.7
35554,2.25,12.7
35566,2.25,12.7
35578,2.25,12.5
35590,2.25,12.3
35602,2.25,12.2
35614,2.25,12.2
35627,2.25,12.2
35639,2.25,12.2
35651,2.25,12.2
35663,2.25,12.1
35676,2.25,12.2
35688,2.25,12.2
35700,2.25,12.2
35712,2.25,12.2
35724,2.25,12.2
35736,2.25,12.2
35762,2.25,13.5
35774,2.25,13.5
35786,2.25,13.5
35798,2.25,13.5
35810,2.25,13.4
35824,2.25,13.6
35837,2.25,13.7
35849,2.25,13.7
35862,2.25,13.8
35874,2.25,13.8
35886,2.25,12.4
35898,2.25,12.4
35911,2.25,12.5
35926,2.25,12.8
35938,2.25,12.8
35950,2.25,12.6
35963,2.25,12.6
35975,2.25,12.6
35987,2.25,12.5
36000,2.25,12.6
36012,2.25,12.6
36024,2.25,12.6
36036,2.25,12.5
36051,2.25,12.5
36064,2.25,12.6
36077,2.25,12.7
36089,2.25,12.6
36102,2.25,12.7
36114,2.25,12.7
36126,2.25,12.6
36139,2.25,12.7
36151,2.25,12.7
36164,2.25,12.8
36179,2.25,12.8
36191,2.25,12.7
36203,2.25,12.6
36216,2.25,12.7
36228,2.25,12.6
36240,2.25,12.6
36252,2.25,12.6
36264,2.25,12.5
36276,2.25,12.5
36289,2.25,12.5
36301,2.25,12.2
36313,2.25,12.2
36325,2.25,12.2
36340,2.25,12.4
36352,2.25,12.4
36366,2.25,12.6
36378,2.25,12.6
36392,2.25,12.8
36405,2.25,12.9
36418,2.25,12.9
36430,2.25,12.9
36442,2.25,12.9
36455,2.25,13.0
36467,2.25,12.7
36479,2.25,12.7
36502,2.25,13.6
36514,2.25,13.6
36526,2.25,13.4
36538,2.25,13.3
36550,2.25,13.2
36562,2.25,13.2
36576,2.25,13.4
36588,2.25,13.3
36601,2.25,13.4
36614,2.25,13.5
36627,2.25,12.5
36639,2.25,12.5
36651,2.25,12.5
36663,2.25,12.5
36676,2.25,12.6
36688,2.25,12.6
36700,2.25,12.4
36712,2.25,12.4
36724,2.25,12.3
36736,2.25,12.2
36749,2.25,12.2
36761,2.25,12.2
36773,2.25,12.2
36785,2.25,12.2
36797,2.25,12.1
36809,2.25,12.1
36821,2.25,12.1
36833,2.25,12.1
36845,2.25,12.1
36857,2.25,12.1
36874,2.25,12.5
36891,2.25,13.0
36904,2.25,13.1
36922,2.25,13.7
36959,2.25,16.2
36971,2.25,16.2
36983,2.25,16.2
36999,2.25,16.6
37016,2.25,17.1
37045,2.25,18.8
37057,2.25,18.3
37071,2.25,18.0
37088,2.25,18.4
37105,2.25,18.3
37122,2.25,16.3
37134,2.25,16.3
37162,2.25,17.9
37174,2.25,17.5
37188,2.25,17.2
37203,2.25,15.8
37215,2.25,15.8
37227,2.25,15.6
37239,2.25,15.1
37255,2.25,15.0
37280,2.25,15.8
37295,2.25,16.1
37308,2.25,14.6
37322,2.25,14.8
37336,2.25,14.8
37366,2.25,16.3
37379,2.25,16.4
37391,2.25,16.4
37409,2.25,17.0
37434,2.25,17.9
37449,2.25,16.9
37464,2.25,16.9
37478,2.25,17.0
37490,2.25,16.8
37511,2.25,17.5
37526,2.25,16.0
37538,2.25,15.9
37578,2.25,18.7
37591,2.25,18.2
37605,2.25,17.1
37619,2.25,17.0
37634,2.25,17.0
37648,2.25,17.0
37673,2.25,18.3
37691,2.25,18.0
37705,2.25,17.9
37725,2.25,18.7
37758,2.25,18.0
37772,2.25,18.1
37797,2.25,19.2
37809,2.25,19.0
37824,2.25,19.0
37836,2.25,18.8
37855,2.25,18.2
37870,2.25,17.9
37883,2.25,17.8
37897,2.25,17.2
37909,2.25,15.1
37922,2.25,15.0
37935,2.25,13.8
37947,2.25,13.8
37969,2.25,14.5
37983,2.25,14.7
38003,2.25,14.8
38020,2.25,15.0
38035,2.25,15.2
38053,2.25,15.6
38066,2.25,15.7
38080,2.25,15.8
38092,2.25,15.7
38105,2.25,15.8
38117,2.25,14.8
38135,2.25,15.2
38160,2.25,15.7
38174,2.25,15.4
38186,2.25,15.1
38205,2.25,15.2
38221,2.25,15.5
38235,2.25,15.5
38247,2.25,15.5
38261,2.25,15.6
38273,2.25,15.6
38285,2.25,15.0
38298,2.25,13.8
38314,2.25,14.0
38329,2.25,14.3
38342,2.25,13.7
38360,2.25,13.9
38374,2.25,13.9
38386,2.25,13.9
38432,2.25,17.1
38448,2.25,17.5
38462,2.25,17.7
38474,2.25,17.6
38490,2.25,17.6
38505,2.25,17.6
38517,2.25,17.5
38531,2.25,17.1
38543,2.25,16.9
38555,2.25,16.9
38571,2.25,13.9
38585,2.25,13.7
38630,2.25,16.8
38642,2.25,16.8
38666,2.25,17.6
38680,2.25,17.5
38696,2.25,17.9
38712,2.25,18.1
38724,2.25,18.1
38740,2.25,18.5
38754,2.25,18.3
38766,2.25,18.1
38778,2.25,14.8
38790,2.25,14.8
38804,2.25,13.8
38834,2.25,15.4
38848,2.25,15.2
38906,2.25,19.4
38918,2.25,19.4
38930,2.25,19.0
38943,2.25,18.9
38955,2.25,18.9
38969,2.25,19.1
38984,2.25,19.4
38999,2.25,19.5
39011,2.25,17.7
39023,2.25,17.5
39035,2.25,12.9
39047,2.25,12.9
39061,2.25,13.1
39073,2.25,13.0
39087,2.25,13.2
39099,2.25,13.0
39111,2.25,12.7
39123,2.25,12.4
39135,2.25,12.4
39147,2.25,12.4
39159,2.25,12.4
39171,2.25,12.4
39183,2.25,12.2
39200,2.25,12.7
39212,2.25,12.5
39226,2.25,12.7
39238,2.25,12.7
39253,2.25,13.0
39267,2.25,13.2
39279,2.25,13.2
39291,2.25,13.2
39304,2.25,13.3
39318,2.25,13.5
39335,2.25,13.5
39347,2.25,13.5
39359,2.25,13.3
39376,2.25,13.8
39388,2.25,13.5
39400,2.25,13.3
39412,2.25,13.3
39424,2.25,13.3
39436,2.25,13.2
39448,2.25,13.0
39460,2.25,12.5
39474,2.25,12.7
39486,2.25,12.7
39498,2.25,12.2
39511,2.25,12.3
39523,2.25,12.3
39535,2.25,12.3
39551,2.25,12.7
39563,2.25,12.7
39575,2.25,12.7
