timesteps,ep_rew_mean,ep_len_mean
80485,1.8231,40.0
80500,1.8231,18.2
80525,1.8114,18.8
80548,1.8221,19.7
80562,1.8187,19.2
80593,1.8077,19.6
80611,1.8019,19.7
80621,1.7836,18.2
80636,1.8011,18.2
80657,1.7953,18.7
80679,1.7953,19.4
80714,1.8047,21.4
80740,1.7988,21.5
80763,1.7906,21.5
80801,1.7954,23.9
80848,1.7906,25.5
80899,1.793,28.8
80925,1.8047,30.4
80940,1.7988,30.4
80956,1.7988,29.9
80969,1.793,29.0
80982,1.7895,26.8
81004,1.8128,26.4
81036,1.8221,27.3
81053,1.8148,25.2
81074,1.8148,22.6
81095,1.8183,19.6
81127,1.8248,20.2
81200,1.8306,26.0
81229,1.8342,27.3
81249,1.8366,28.0
81287,1.8273,30.5
81308,1.8166,30.4
81338,1.8225,30.2
81353,1.8283,30.0
81377,1.8498,30.3
81396,1.8498,30.1
81424,1.834,29.7
81447,1.8189,24.7
81469,1.8037,24.0
81482,1.8013,23.3
81515,1.8191,22.8
81532,1.8123,22.4
81551,1.8075,21.3
81579,1.8191,22.6
81615,1.8059,23.8
81630,1.8,23.4
81679,1.8102,25.5
81693,1.8102,24.6
81738,1.8277,26.9
81753,1.8277,27.1
81775,1.8075,26.0
81786,1.8016,25.4
81811,1.789,26.0
81835,1.7774,25.6
81864,1.7667,24.9
81882,1.7667,25.2
81901,1.7565,22.2
81924,1.7716,23.1
81944,1.7541,20.6
81961,1.7599,20.8
81983,1.7716,20.8
82003,1.7833,21.7
82029,1.8008,21.8
82045,1.8008,21.0
82074,1.816,21.0
82086,1.8218,20.4
82107,1.8252,20.6
82126,1.831,20.2
82162,1.855,21.8
82181,1.8491,22.0
82238,1.8375,25.5
82261,1.841,25.8
82285,1.8259,25.6
82295,1.8201,25.0
82322,1.8073,24.8
82353,1.8014,26.7
82368,1.7956,26.1
82391,1.7781,26.5
82415,1.7542,25.3
82438,1.7659,25.7
82462,1.7731,22.4
82474,1.7637,21.3
82501,1.773,21.6
82530,1.7969,23.5
82544,1.8003,22.2
82561,1.8061,20.8
82578,1.8213,21.0
82612,1.8262,22.1
82626,1.8262,21.1
82655,1.832,21.7
82685,1.8248,22.3
82716,1.8306,24.2
82735,1.8306,23.4
82752,1.8139,22.2
82776,1.8207,23.2
82794,1.8265,23.3
82837,1.8113,25.9
82862,1.8065,25.0
82889,1.8298,26.3
82921,1.8147,26.6
83561,1.6887,87.6
83594,1.677,87.8
83611,1.6653,87.6
83639,1.6763,88.7
83658,1.6763,88.2
83682,1.6822,88.8
83698,1.6822,86.1
83719,1.6763,85.7
83738,1.6588,84.9
83764,1.6564,84.3
83788,1.7942,22.7
83809,1.8175,21.5
83828,1.8199,21.7
83849,1.8192,21.0
83885,1.8173,22.7
83902,1.7998,22.0
83937,1.8253,23.9
83960,1.8312,24.1
83993,1.838,25.5
84007,1.838,24.3
84033,1.8389,24.5
84064,1.8156,25.5
84083,1.8283,25.5
84111,1.8283,26.2
84143,1.8303,25.8
84167,1.8375,26.5
84181,1.8294,24.4
84196,1.8353,23.6
84212,1.8251,21.9
84233,1.8433,22.6
84256,1.8331,22.3
84286,1.8447,22.2
84318,1.8529,23.5
84341,1.8593,23.0
84362,1.8525,21.9
84382,1.8453,21.5
84409,1.846,22.8
84428,1.8526,23.2
84451,1.8618,23.9
84468,1.8494,23.5
